GRID_ID,MEAN,WFE_CAT,WRTC_HU_RISK_MEAN,WRTC_HU_MEAN,WRTC_HU_EXPOSURE_MEAN,WRTC_HU_DENSITY_MEAN,EVT_MAJORITY,EVT_1,EVT_2,EVT_3,EVT_1_NAME,EVT_2_NAME,EVT_3_NAME,EVT_1_PCT,EVT_2_PCT,EVT_3_PCT,PADUS_FRAC,BPS_MAJORITY,BPS_FRI,BPS_FRG,FIRE_DEP_HEX,FDIST_FUEL_DELTA,ACTION_CLASS,TREATMENT_HINT,SCORE_PEOPLE,SCORE_PLANTATION,SCORE_PAD,SCORE_BALANCED,GOLDILOCKS_5,GOLDILOCKS_10,GOLDILOCKS_15,GOLDILOCKS_PRIORITY,PLANTATION_HEX,PEAT_HEX,PINE_HEX,EVT_NAME,EVT_FIRE,FDIST_FUEL_ADD,PEOPLE_CAT
DJ-80,0.04665020980352,Very Low,34.90829694323157,34.90829694323157,1.5150590305007925e-06,34.21242499117572,7481.0,7481.0,7974.0,7977.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Pasture and Hayland,22.61,16.81,15.54,0.0145428873985176,1561.0,2040.0,V-B,0,0.0214142840334156,defer_monitor,,17.65281994,7.068200432,7.068200432,10.59640694,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
DC-84,0.0302692325207284,Very Low,44.85272145144072,44.85272145144072,2.0068091494317183e-06,138.03679106050973,7299.0,7299.0,7974.0,7296.0,Developed-Roads,Eastern Cool Temperate Row Crop,Developed-Low Intensity,16.11,14.66,11.69,0.0,1570.0,5.0,I-A,1,0.0307822053552604,defer_monitor,,22.77921092,9.116294636,9.116294636,13.67060007,0,0,0,0,0,0,0,Developed-Roads,-1.0,0,High
E-16,0.3524718924699248,Low,0.0,0.0,0.0,0.0,9056.0,9056.0,7481.0,9120.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Wet Meadow,44.63,23.94,9.89,0.9962645772594722,1656.0,105.0,III-B,0,-0.1588914950916515,wetlands_assess_locally,,0.08461767399,0.08461767399,0.08461767399,0.08461767399,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very Low
AN-40,0.2326041544232045,Low,84.83519156699785,84.83519156699785,2.899358660721893e-06,10.257736083940882,7302.0,7302.0,7301.0,9089.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,32.17,20.68,12.73,0.149008536368486,1597.0,516.0,V-B,0,-0.0088698203805797,defer_monitor,,42.38155876,16.98743676,16.98743676,25.45214409,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EC-58,0.1684833710311716,Very Low,8.87078651685393,8.87078651685393,2.8782780595381064e-07,0.0480626014272056,7481.0,7481.0,7302.0,9056.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,57.57,16.2,5.62,0.0007336104750683,1639.0,989.0,V-B,0,-0.0210301669519595,defer_monitor,,4.453973384,1.806728988,1.806728988,2.689143787,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Low
AG-43,0.115530671576316,Very Low,99.5755813953486,99.5755813953486,3.7031436514764753e-06,12.583020252095032,7302.0,7302.0,7292.0,9817.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Northern & Central Ruderal Meadow,48.19,12.76,10.68,0.0353689171464776,1588.0,2040.0,V-B,0,-0.0021563701842918,defer_monitor,,49.78981757,19.93324729,19.93324729,29.88543738,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
CA-65,0.4876614685179255,Moderate,14.157279282790888,14.157279282790888,4.7254220504073786e-07,3.4626978481237978,9056.0,9056.0,7302.0,7239.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Northern Pine-(Oak) Forest,28.45,12.93,8.33,0.0064467366174639,1581.0,105.0,III-B,0,0.0,wetlands_assess_locally,,7.200555009,2.953371224,2.953371224,4.369099152,0,0,0,0,0,1,1,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Low
DD-48,0.0952964239704388,Very Low,8.732016925246837,8.732016925246837,3.323531242762589e-07,0.946185226976822,7302.0,7302.0,7481.0,7241.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,62.56,14.67,5.4,0.0,1615.0,2040.0,V-B,0,0.0,defer_monitor,,4.389832569,1.770227491,1.770227491,2.643429184,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
BU-87,0.1311628945339606,Very Low,13.906204404919066,13.906204404919066,5.333609734516075e-07,3.310792486384352,7974.0,7974.0,7977.0,7310.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Pasture and Hayland,North-Central Interior Dry-Mesic Oak Forest and Woodland,23.07,10.85,9.25,0.0,1566.0,467.0,V-A,0,-0.0001333777925975,defer_monitor,,6.985659985,2.813937772,2.813937772,4.204511843,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
AH-57,0.0911054925702779,Very Low,29.195328600870177,29.195328600870177,1.0958655107457869e-06,0.5763879598662246,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,58.02,21.11,5.19,0.1540245261984408,1591.0,467.0,V-A,0,-0.0090523968784837,defer_monitor,,14.58735317,5.848576163,5.848576163,8.761501831,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DE-69,0.1693254832895778,Very Low,12.803608461219426,12.803608461219426,4.665008909265905e-07,2.892183887604495,7481.0,7481.0,7302.0,7975.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Close Grown Crop,32.04,12.83,11.89,0.0,1639.0,989.0,V-B,0,0.043615507736084,defer_monitor,,6.584667725,2.659819804,2.659819804,3.968102444,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Low
CX-64,0.2868601826298557,Low,93.38533134772894,93.38533134772894,3.094974073414914e-06,2.925867296887516,7301.0,7301.0,9112.0,7302.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian Jack Pine-Red Pine Forest,Laurentian-Acadian Northern Hardwoods Forest,44.18,8.5,7.19,0.7547712476589632,2726.0,34.0,I-C,1,-0.1371176313207886,defer_monitor,,45.16132544,18.10608419,18.10608419,27.12449794,0,0,0,0,0,0,1,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,High
AE-48,0.1541503631943302,Very Low,55.99288818648749,55.99288818648749,1.993121127364222e-06,1.6269562511114968,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,49.88,23.09,9.0,0.4640316556998049,1591.0,467.0,V-A,0,0.0360128045527297,defer_monitor,,28.53979084,11.43945525,11.43945525,17.13956711,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
W-45,0.1220459539423132,Very Low,36.43760359933697,36.43760359933697,1.2925360797583605e-06,1.1493353487751632,7302.0,7302.0,7481.0,9120.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Wet Meadow,30.61,21.62,13.54,0.4190637087093755,1596.0,213.0,V-A,0,-0.168919219312675,defer_monitor,,17.47864835,7.008993136,7.008993136,10.49887821,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
AX-77,0.1376304693612769,Very Low,7.359357224118327,7.359357224118327,2.891826396013175e-07,2.421594344655871,7974.0,7974.0,7302.0,7977.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Pasture and Hayland,30.79,22.9,12.69,0.0,1590.0,13.0,I-B,1,0.0,defer_monitor,,3.714086229,1.506279062,1.506279062,2.242214785,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Low
CV-89,0.0369963140394631,Very Low,107.85113223371567,107.85113223371567,4.974249802615135e-06,72.1560811862258,7974.0,7974.0,7481.0,7299.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Developed-Roads,25.51,9.94,9.49,0.0098926261031945,1561.0,2040.0,V-B,0,0.0,defer_monitor,,53.9348152,21.57947553,21.57947553,32.36458875,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,High
EB-100,0.2776207759170787,Low,47.96936274509799,47.96936274509799,1.7368717354350828e-06,5.873015873015887,7311.0,7311.0,7238.0,7310.0,North-Central Interior Dry Oak Forest and Woodland,Laurentian-Acadian Northern Oak Forest,North-Central Interior Dry-Mesic Oak Forest and Woodland,30.88,10.6,9.01,0.7002356498154765,1622.0,48.0,III-A,1,0.0665599573162602,defer_monitor,,24.85460605,9.98487142,9.98487142,14.94144963,0,0,0,0,0,0,0,North-Central Interior Dry Oak Forest and Woodland,1.0,0,High
CM-69,0.2484823730009941,Low,8.934390965313286,8.934390965313286,3.408106745817563e-07,2.047328990952144,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,45.43,14.93,10.99,0.0,1561.0,2040.0,V-B,0,-0.0058911144210034,defer_monitor,,4.522645396,1.84627562,1.84627562,2.738398879,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
EP-97,0.1165569341848617,Very Low,10.596125037451309,10.596125037451309,3.994457028163675e-07,9.498666192423908,7975.0,7975.0,7974.0,7481.0,Eastern Cool Temperate Close Grown Crop,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,22.11,15.58,13.14,0.0,1622.0,48.0,III-A,1,0.0,defer_monitor,,5.327201752,2.148364241,2.148364241,3.207976745,0,0,0,0,0,0,0,Eastern Cool Temperate Close Grown Crop,0.0,0,Low
CR-47,0.1137728243882018,Very Low,43.31694948312863,43.31694948312863,1.5868255038477466e-06,3.317760509315597,7481.0,7481.0,7302.0,7977.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Pasture and Hayland,29.39,27.59,8.37,0.375433011890274,1615.0,2040.0,V-B,0,0.1333910682520354,defer_monitor,,23.13333852,9.271539554,9.271539554,13.89213921,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,High
K-21,0.1745911833192003,Very Low,0.0,0.0,0.0,0.0,9120.0,9120.0,9057.0,9114.0,Laurentian-Acadian Wet Meadow,Boreal-Laurentian-Acadian Acidic Basin Fen,Laurentian-Acadian Alkaline Fen,29.25,16.99,13.81,0.8331554844159912,1608.0,105.0,III-B,0,-0.0158730158730157,defer_monitor,,0.04347459029,0.04347459029,0.04347459029,0.04347459029,0,0,0,0,0,0,0,Laurentian-Acadian Wet Meadow,1.0,0,Very Low
CB-59,0.2813252883000972,Low,10.20825816796949,10.20825816796949,3.608314693237228e-07,9.549938868511749,7302.0,7302.0,7292.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,30.42,20.4,12.48,0.0001111481604979,1562.0,2040.0,V-B,0,0.0110703567855951,defer_monitor,,5.203101967,2.123673158,2.123673158,3.150149428,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
AN-29,0.3693287136097026,Low,4384.050727834145,4384.050727834145,7.899822952843314e-05,1.462508058599902,7301.0,7301.0,9089.0,7302.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Northern Hardwoods Forest,19.91,18.89,15.07,0.6168997176711228,1598.0,76.0,III-A,1,-0.0549985550096704,defer_monitor,,2161.97687,864.8453855,864.8453855,1297.222547,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
EM-86,0.1412853918918383,Very Low,19.99960320959346,19.99960320959346,7.490423754240663e-07,11.89186658342974,7301.0,7301.0,7974.0,7238.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Oak Forest,20.3,15.62,11.36,0.0739097476143755,1614.0,2040.0,V-B,0,0.0001560688486578,defer_monitor,,10.03590604,4.035556878,4.035556878,6.035673264,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Moderate
AQ-32,0.4427119340662458,Moderate,1666.7666517657594,1666.7666517657594,3.583834252254703e-05,1.778222400071139,9089.0,9089.0,7301.0,7302.0,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Northern Hardwoods Forest,26.33,20.39,13.98,0.2660175181183615,1598.0,76.0,III-A,1,0.0107376283846872,defer_monitor,,837.9688783,335.2543146,335.2543146,502.8258359,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,1.0,0,Very High
AP-62,0.1211743496960969,Very Low,41.64670840064617,41.64670840064617,1.5379138986666117e-06,1.912989351532819,7302.0,7302.0,7977.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,41.06,14.86,10.7,0.0605562101238245,1588.0,2040.0,V-B,0,0.0062023431073961,defer_monitor,,20.91831853,8.385559931,8.385559931,12.56314613,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DC-51,0.4824213842042746,Moderate,234.5667749658006,234.5667749658006,6.381089076224866e-06,5.212462762882933,9056.0,9056.0,9112.0,7292.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian Jack Pine-Red Pine Forest,Open Water,18.21,13.93,13.1,0.0162064825930372,1637.0,105.0,III-B,0,0.0,wetlands_assess_locally,,117.4039928,47.03396034,47.03396034,70.49063784,0,0,0,0,0,1,1,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very High
BV-84,0.0302021014538778,Very Low,3.97637447560169,3.97637447560169,1.6161624521747245e-07,3.453860347242282,7974.0,7974.0,7975.0,7302.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Close Grown Crop,Laurentian-Acadian Northern Hardwoods Forest,41.37,19.29,11.3,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,1.995737763,0.8028254205,0.8028254205,1.200462868,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
CZ-65,0.1608222717508953,Very Low,43.5905964480033,43.5905964480033,1.6818194190554355e-06,24.211884753901565,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,23.86,17.09,11.42,0.1957449646525275,2726.0,34.0,I-C,1,0.0141389889289048,defer_monitor,,21.98986977,8.820241787,8.820241787,13.21011778,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
F-20,0.0842846476579348,Very Low,146.6955307262571,146.6955307262571,4.561421519685455e-06,0.5813178018851144,7481.0,7481.0,7964.0,7974.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Western Cool Temperate Row Crop,Eastern Cool Temperate Row Crop,16.35,11.16,10.63,0.2260581540103158,1598.0,76.0,III-A,1,-0.0019784812377734,defer_monitor,,73.33254681,29.34565517,29.34565517,44.00795238,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very High
ET-72,0.2380034346061615,Low,32.24628039191956,32.24628039191956,1.1553478731906532e-06,4.40824061893828,7302.0,7302.0,7481.0,9817.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Northern & Central Ruderal Meadow,25.73,10.85,9.69,0.0039241042563153,1614.0,2040.0,V-B,0,0.0332879980379475,defer_monitor,,16.45198492,6.617088681,6.617088681,9.895387426,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
CM-55,0.236530471361181,Low,10.666375545851526,10.666375545851526,4.017342668274417e-07,0.1848879601636146,7302.0,7302.0,7481.0,9089.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,56.61,11.74,7.71,0.8407656055486428,1614.0,2040.0,V-B,0,0.0057576027031833,defer_monitor,,5.40784381,2.198719233,2.198719233,3.268427426,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
BM-54,0.1441729897457122,Very Low,31.226654914876807,31.226654914876807,1.2886033360392744e-06,10.5150867348074,7977.0,7977.0,7302.0,9089.0,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,31.05,22.3,6.79,0.0403723250272784,1596.0,213.0,V-A,0,0.0198855412296524,defer_monitor,,15.80496881,6.343828494,6.343828494,9.497541932,0,0,0,0,0,0,0,Eastern Cool Temperate Pasture and Hayland,0.0,0,Moderate
BG-64,0.1463485814062665,Very Low,13.56445582941014,13.56445582941014,4.94725155269791e-07,7.253807219781904,7302.0,7302.0,7292.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,46.98,28.12,5.35,0.0021405159535329,2724.0,34.0,I-C,1,0.0,defer_monitor,,6.81881506,2.749478311,2.749478311,4.105923894,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
Z-43,0.0983936250997856,Very Low,32.625041848007974,32.625041848007974,1.147086078536248e-06,4.955671157351865,7292.0,7292.0,7302.0,7481.0,Open Water,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,25.15,21.22,14.81,0.2085945489306847,11.0,,-9999,0,-0.0096038415366146,defer_monitor,,16.29789455,6.533881429,6.533881429,9.788552471,0,0,0,0,0,0,0,Open Water,0.0,0,Moderate
AL-59,0.1480205344530946,Very Low,37.84494535519126,37.84494535519126,1.4813144936978305e-06,1.400853636848665,7302.0,7302.0,7481.0,7977.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Pasture and Hayland,40.67,18.35,14.49,0.0510403699093009,1588.0,2040.0,V-B,0,0.0,defer_monitor,,18.95947781,7.605994205,7.605994205,11.39048874,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
CG-61,0.2374235835685341,Low,13.832563154651886,13.832563154651886,5.210919828585413e-07,3.9041436955362014,7302.0,7302.0,7292.0,9089.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,52.68,13.9,6.59,0.5507736083940955,2726.0,34.0,I-C,1,-0.1568557709407794,defer_monitor,,6.702095225,2.71505508,2.71505508,4.044068462,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
EN-74,0.1530415190001308,Very Low,19.33195207638944,19.33195207638944,6.610400425467896e-07,3.4082875753062294,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,55.54,12.27,5.21,0.0039348198208211,1614.0,2040.0,V-B,0,0.0245870662250182,defer_monitor,,9.82353577,3.952652749,3.952652749,5.909613756,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
AH-47,0.2947260504816009,Low,35.68744827586207,35.68744827586207,1.22196275685445e-06,0.8435186626058816,7302.0,7302.0,9056.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,30.16,24.84,13.62,0.1353844785807978,1608.0,105.0,III-B,0,0.0146722095013672,defer_monitor,,18.04884962,7.264073075,7.264073075,10.85899859,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
CZ-56,0.4154760624628196,Moderate,525.9760660711297,525.9760660711297,1.6880121196093252e-05,2.206060201858533,9056.0,9056.0,7301.0,7481.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,20.55,18.91,13.89,0.0,1637.0,105.0,III-B,0,0.0537548352674403,wetlands_assess_locally,,270.163133,108.1292496,108.1292496,162.1405441,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very High
R-35,0.0845080186237637,Very Low,25.77051551814831,25.77051551814831,8.949678494788105e-07,1.1905154731115566,7481.0,7481.0,7301.0,7974.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Eastern Cool Temperate Row Crop,39.69,18.39,8.68,0.1675510568090595,1610.0,989.0,V-B,0,-2.229554980825844e-05,defer_monitor,,12.90631282,5.175201262,5.175201262,7.75223845,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
BD-55,0.2429925948089916,Low,23.00667408231368,23.00667408231368,6.805397492420968e-07,1.1446958918726766,7302.0,7302.0,7481.0,9089.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,41.12,13.22,9.65,0.6281122176773974,1602.0,8.0,I-B,1,-0.091565890094256,defer_monitor,,11.29936625,4.555361021,4.555361021,6.803362765,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
AP-36,0.2325865702266128,Low,35.79432021086647,35.79432021086647,1.059705230755914e-06,2.276158719573194,7301.0,7301.0,7302.0,7481.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,26.4,20.97,13.26,0.2241636100922521,1598.0,76.0,III-A,1,-0.0038012670890296,defer_monitor,,17.93824352,7.210152238,7.210152238,10.78618267,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Moderate
CE-77,0.0832841513676694,Very Low,12.871041552260678,12.871041552260678,4.788821283765112e-07,5.737462208785291,7302.0,7302.0,7974.0,7975.0,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Close Grown Crop,34.99,21.72,9.37,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,6.456341814,2.595029348,2.595029348,3.882133504,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
CZ-53,0.3431774805744317,Low,144.9880371093747,144.9880371093747,4.9723841584308615e-06,6.504446025253428,7302.0,7302.0,9056.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,30.02,16.02,8.01,0.0081139960874977,1614.0,2040.0,V-B,0,0.01218210919438,defer_monitor,,73.02190053,29.26055038,29.26055038,43.8476671,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very High
AI-47,0.2680363938677162,Low,32.799352750809064,32.799352750809064,1.138416409937531e-06,1.1282929106551354,7302.0,7302.0,9056.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,34.44,21.96,17.81,0.218660382811284,1608.0,105.0,III-B,0,0.0022452926661182,defer_monitor,,16.48517174,6.634319291,6.634319291,9.917936773,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DF-100,0.0178561457930957,Very Low,6.387500512946785,6.387500512946785,2.86066649851842e-07,30.182009583272784,7974.0,7974.0,7978.0,7975.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Wheat,Eastern Cool Temperate Close Grown Crop,46.14,11.79,6.87,0.0,1561.0,2040.0,V-B,0,0.0095590726489521,defer_monitor,,3.213500274,1.288091333,1.288091333,1.929894314,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
AB-41,0.4765498824776528,Moderate,23.99338061465724,23.99338061465724,7.427419256659166e-07,0.5178730215187648,9056.0,9056.0,7302.0,7481.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,51.81,13.95,8.67,0.8079983994309035,1608.0,105.0,III-B,0,-0.0038235817179441,wetlands_assess_locally,,12.10424631,4.913112678,4.913112678,7.310157223,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Moderate
F-29,0.0414455206619399,Very Low,945.3554687499995,945.3554687499995,2.4290973064111667e-05,0.0775250672536072,7481.0,7481.0,9120.0,9620.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Wet Meadow,Laurentian-Acadian Shrub Swamp,34.7,33.81,11.04,0.589630716556615,1613.0,18.0,II-C,1,-0.0597945707997066,defer_monitor,,465.6220503,186.254944,186.254944,279.3773128,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very High
AA-55,0.1130703583790519,Very Low,62.84204753199262,62.84204753199262,2.123667373607104e-06,0.929397118975637,7302.0,7302.0,7481.0,7977.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Pasture and Hayland,36.2,12.18,11.44,0.0773163791570338,2724.0,34.0,I-C,1,0.0,defer_monitor,,31.44929136,12.5966771,12.5966771,18.88088185,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
